frame,kind,participants,dV,dE,dF,evidence,run
1,contact_death,"{""cells"": [3, 5]}",,,,"{""connectivity_change"": true}",tracker
2,gap_appearance,"{""gap"": -11, ""cells"": [3, 5]}",,,,{},tracker
2,gap_appearance,"{""gap"": -10, ""cells"": [3, 5]}",,,,{},tracker
2,gap_appearance,"{""gap"": -9, ""cells"": [3, 5]}",,,,{},tracker
2,gap_appearance,"{""gap"": -8, ""cells"": [3, 5]}",,,,{},tracker
2,gap_appearance,"{""gap"": -7, ""cells"": [3, 5]}",,,,{},tracker
2,gap_appearance,"{""gap"": -6, ""cells"": [3, 5]}",,,,{},tracker
2,gap_appearance,"{""gap"": -5, ""cells"": [3, 5]}",,,,{},tracker
2,reseal,"{""gap"": -4, ""cells"": [2, 4], ""caps"": []}",-2.0,-3.0,-1.0,{},tracker
2,reseal,"{""gap"": -3, ""cells"": [2, 4], ""caps"": []}",-2.0,-3.0,-1.0,{},tracker
2,reseal,"{""gap"": -2, ""cells"": [2, 4], ""caps"": []}",-2.0,-3.0,-1.0,{},tracker
2,reseal,"{""gap"": -1, ""cells"": [2, 4], ""caps"": []}",-2.0,-3.0,-1.0,{},tracker
2,contact_birth,"{""cells"": [3, 5]}",,,,"{""connectivity_change"": true}",tracker
2,contact_birth,"{""cells"": [6, 7]}",,,,"{""connectivity_change"": true}",tracker
3,gap_disappearance,"{""gap"": -7, ""cells"": [3, 5]}",,,,{},tracker
3,gap_disappearance,"{""gap"": -6, ""cells"": [3, 5]}",,,,{},tracker
3,gap_disappearance,"{""gap"": -5, ""cells"": [3, 5]}",,,,{},tracker
3,gap_disappearance,"{""gap"": -4, ""cells"": [3, 5]}",,,,{},tracker
3,gap_disappearance,"{""gap"": -3, ""cells"": [3, 5]}",,,,{},tracker
3,gap_disappearance,"{""gap"": -2, ""cells"": [3, 5]}",,,,{},tracker
3,gap_disappearance,"{""gap"": -1, ""cells"": [3, 5]}",,,,{},tracker
3,contact_death,"{""cells"": [3, 5]}",,,,"{""connectivity_change"": true}",tracker
3,contact_death,"{""cells"": [6, 7]}",,,,"{""connectivity_change"": true}",tracker
4,rupture,"{""gap"": -12, ""cells"": [2, 4], ""caps"": []}",2.0,3.0,1.0,{},tracker
4,rupture,"{""gap"": -11, ""cells"": [2, 4], ""caps"": []}",2.0,3.0,1.0,{},tracker
4,rupture,"{""gap"": -10, ""cells"": [2, 4], ""caps"": []}",2.0,3.0,1.0,{},tracker
4,gap_appearance,"{""gap"": -9, ""cells"": [4, 7]}",,,,{},tracker
4,gap_appearance,"{""gap"": -8, ""cells"": [4, 7]}",,,,{},tracker
4,gap_appearance,"{""gap"": -7, ""cells"": [4, 7]}",,,,{},tracker
4,gap_appearance,"{""gap"": -6, ""cells"": [4, 7]}",,,,{},tracker
4,gap_appearance,"{""gap"": -5, ""cells"": [4, 7]}",,,,{},tracker
4,gap_appearance,"{""gap"": -4, ""cells"": [4, 7]}",,,,{},tracker
4,gap_appearance,"{""gap"": -3, ""cells"": [4, 7]}",,,,{},tracker
4,gap_appearance,"{""gap"": -2, ""cells"": [4, 7]}",,,,{},tracker
4,gap_appearance,"{""gap"": -1, ""cells"": [5, 6]}",,,,{},tracker
4,contact_birth,"{""cells"": [4, 7]}",,,,"{""connectivity_change"": true}",tracker
4,contact_birth,"{""cells"": [5, 6]}",,,,"{""connectivity_change"": true}",tracker
5,gap_disappearance,"{""gap"": -12, ""cells"": [5, 6]}",,,,{},tracker
5,gap_disappearance,"{""gap"": -11, ""cells"": [4, 7]}",,,,{},tracker
5,gap_disappearance,"{""gap"": -10, ""cells"": [4, 7]}",,,,{},tracker
5,gap_disappearance,"{""gap"": -9, ""cells"": [4, 7]}",,,,{},tracker
5,gap_disappearance,"{""gap"": -8, ""cells"": [4, 7]}",,,,{},tracker
5,gap_disappearance,"{""gap"": -7, ""cells"": [4, 7]}",,,,{},tracker
5,gap_disappearance,"{""gap"": -6, ""cells"": [4, 7]}",,,,{},tracker
5,gap_disappearance,"{""gap"": -5, ""cells"": [4, 7]}",,,,{},tracker
5,gap_disappearance,"{""gap"": -4, ""cells"": [4, 7]}",,,,{},tracker
5,reseal,"{""gap"": -3, ""cells"": [2, 4], ""caps"": []}",-2.0,-3.0,-1.0,{},tracker
5,reseal,"{""gap"": -2, ""cells"": [2, 4], ""caps"": []}",-2.0,-3.0,-1.0,{},tracker
5,reseal,"{""gap"": -1, ""cells"": [2, 4], ""caps"": []}",-2.0,-3.0,-1.0,{},tracker
5,contact_death,"{""cells"": [4, 7]}",,,,"{""connectivity_change"": true}",tracker
5,contact_death,"{""cells"": [5, 6]}",,,,"{""connectivity_change"": true}",tracker
6,contact_death,"{""cells"": [2, 4]}",,,,"{""connectivity_change"": true}",tracker
6,contact_birth,"{""cells"": [3, 5]}",,,,"{""connectivity_change"": true}",tracker
6,contact_birth,"{""cells"": [3, 6]}",,,,"{""connectivity_change"": true}",tracker
6,contact_birth,"{""cells"": [3, 7]}",,,,"{""connectivity_change"": true}",tracker
6,contact_birth,"{""cells"": [5, 6]}",,,,"{""connectivity_change"": true}",tracker
6,contact_birth,"{""cells"": [6, 7]}",,,,"{""connectivity_change"": true}",tracker
7,contact_death,"{""cells"": [3, 6]}",-1.0,-1.0,0.0,"{""connectivity_change"": false}",tracker
7,contact_death,"{""cells"": [3, 7]}",,,,"{""connectivity_change"": true}",tracker
7,contact_death,"{""cells"": [6, 7]}",,,,"{""connectivity_change"": true}",tracker
7,contact_birth,"{""cells"": [2, 4]}",,,,"{""connectivity_change"": true}",tracker
7,contact_birth,"{""cells"": [4, 7]}",,,,"{""connectivity_change"": true}",tracker
7,contact_birth,"{""cells"": [4, 8]}",,,,"{""connectivity_change"": true}",tracker
7,contact_birth,"{""cells"": [7, 8]}",,,,"{""connectivity_change"": true}",tracker
8,rupture,"{""gap"": -1, ""cells"": [2, 4], ""caps"": []}",2.0,3.0,1.0,{},tracker
8,contact_death,"{""cells"": [4, 8]}",,,,"{""connectivity_change"": true}",tracker
8,contact_death,"{""cells"": [5, 6]}",,,,"{""connectivity_change"": true}",tracker
8,contact_death,"{""cells"": [7, 8]}",,,,"{""connectivity_change"": true}",tracker
8,contact_birth,"{""cells"": [1, 4]}",,,,"{""connectivity_change"": true}",tracker
9,gap_disappearance,"{""gap"": -1, ""cells"": [2, 4]}",,,,{},tracker
9,contact_death,"{""cells"": [1, 4]}",,,,"{""connectivity_change"": true}",tracker
9,contact_death,"{""cells"": [2, 4]}",,,,"{""connectivity_change"": true}",tracker
10,division,"{""parent"": 6, ""children"": [11, 12]}",2.0,3.0,1.0,"{""source"": ""lineage""}",tracker
10,gap_appearance,"{""gap"": -1, ""cells"": [2, 4]}",,,,{},tracker
10,contact_birth,"{""cells"": [2, 4]}",,,,"{""connectivity_change"": true}",tracker
11,rupture,"{""gap"": -25, ""cells"": [2, 4], ""caps"": []}",2.0,3.0,1.0,{},tracker
11,rupture,"{""gap"": -24, ""cells"": [2, 4], ""caps"": []}",2.0,3.0,1.0,{},tracker
11,rupture,"{""gap"": -23, ""cells"": [2, 4], ""caps"": []}",2.0,3.0,1.0,{},tracker
11,rupture,"{""gap"": -22, ""cells"": [2, 4], ""caps"": []}",2.0,3.0,1.0,{},tracker
11,rupture,"{""gap"": -21, ""cells"": [2, 4], ""caps"": []}",2.0,3.0,1.0,{},tracker
11,rupture,"{""gap"": -20, ""cells"": [2, 4], ""caps"": []}",2.0,3.0,1.0,{},tracker
11,rupture,"{""gap"": -19, ""cells"": [2, 4], ""caps"": []}",2.0,3.0,1.0,{},tracker
11,rupture,"{""gap"": -18, ""cells"": [2, 4], ""caps"": []}",2.0,3.0,1.0,{},tracker
11,rupture,"{""gap"": -17, ""cells"": [2, 4], ""caps"": []}",2.0,3.0,1.0,{},tracker
11,rupture,"{""gap"": -16, ""cells"": [2, 4], ""caps"": []}",2.0,3.0,1.0,{},tracker
11,rupture,"{""gap"": -15, ""cells"": [2, 4], ""caps"": []}",2.0,3.0,1.0,{},tracker
11,rupture,"{""gap"": -14, ""cells"": [5, 12], ""caps"": []}",2.0,3.0,1.0,{},tracker
11,rupture,"{""gap"": -13, ""cells"": [5, 12], ""caps"": []}",2.0,3.0,1.0,{},tracker
11,rupture,"{""gap"": -12, ""cells"": [5, 12], ""caps"": []}",2.0,3.0,1.0,{},tracker
11,rupture,"{""gap"": -11, ""cells"": [5, 12], ""caps"": []}",2.0,3.0,1.0,{},tracker
11,rupture,"{""gap"": -10, ""cells"": [5, 12], ""caps"": []}",2.0,3.0,1.0,{},tracker
11,rupture,"{""gap"": -9, ""cells"": [5, 12], ""caps"": []}",2.0,3.0,1.0,{},tracker
11,rupture,"{""gap"": -8, ""cells"": [5, 12], ""caps"": []}",2.0,3.0,1.0,{},tracker
11,rupture,"{""gap"": -7, ""cells"": [5, 12], ""caps"": []}",2.0,3.0,1.0,{},tracker
11,rupture,"{""gap"": -6, ""cells"": [5, 12], ""caps"": []}",2.0,3.0,1.0,{},tracker
11,rupture,"{""gap"": -5, ""cells"": [5, 12], ""caps"": []}",2.0,3.0,1.0,{},tracker
11,rupture,"{""gap"": -4, ""cells"": [5, 12], ""caps"": []}",2.0,3.0,1.0,{},tracker
11,rupture,"{""gap"": -3, ""cells"": [5, 12], ""caps"": []}",2.0,3.0,1.0,{},tracker
11,rupture,"{""gap"": -2, ""cells"": [5, 12], ""caps"": []}",2.0,3.0,1.0,{},tracker
11,contact_death,"{""cells"": [3, 5]}",-1.0,-1.0,0.0,"{""connectivity_change"": false}",tracker
11,contact_death,"{""cells"": [4, 7]}",,,,"{""connectivity_change"": true}",tracker
11,contact_death,"{""cells"": [5, 11]}",-1.0,-1.0,0.0,"{""connectivity_change"": false}",tracker
11,contact_death,"{""cells"": [11, 12]}",-1.0,-1.0,0.0,"{""connectivity_change"": false}",tracker
11,contact_birth,"{""cells"": [2, 9]}",,,,"{""connectivity_change"": true}",tracker
12,gap_disappearance,"{""gap"": -25, ""cells"": [5, 12]}",,,,{},tracker
12,gap_disappearance,"{""gap"": -24, ""cells"": [5, 12]}",,,,{},tracker
12,gap_disappearance,"{""gap"": -23, ""cells"": [5, 12]}",,,,{},tracker
12,gap_disappearance,"{""gap"": -22, ""cells"": [5, 12]}",,,,{},tracker
12,gap_disappearance,"{""gap"": -21, ""cells"": [5, 12]}",,,,{},tracker
12,gap_disappearance,"{""gap"": -20, ""cells"": [5, 12]}",,,,{},tracker
12,gap_disappearance,"{""gap"": -19, ""cells"": [5, 12]}",,,,{},tracker
12,gap_disappearance,"{""gap"": -18, ""cells"": [5, 12]}",,,,{},tracker
12,gap_disappearance,"{""gap"": -17, ""cells"": [5, 12]}",,,,{},tracker
12,gap_disappearance,"{""gap"": -16, ""cells"": [5, 12]}",,,,{},tracker
12,gap_disappearance,"{""gap"": -15, ""cells"": [5, 12]}",,,,{},tracker
12,gap_disappearance,"{""gap"": -14, ""cells"": [5, 12]}",,,,{},tracker
12,gap_disappearance,"{""gap"": -13, ""cells"": [5, 12]}",,,,{},tracker
12,reseal,"{""gap"": -12, ""cells"": [2, 4], ""caps"": []}",-2.0,-3.0,-1.0,{},tracker
12,reseal,"{""gap"": -11, ""cells"": [2, 4], ""caps"": []}",-2.0,-3.0,-1.0,{},tracker
12,reseal,"{""gap"": -10, ""cells"": [2, 4], ""caps"": []}",-2.0,-3.0,-1.0,{},tracker
12,reseal,"{""gap"": -9, ""cells"": [2, 4], ""caps"": []}",-2.0,-3.0,-1.0,{},tracker
12,reseal,"{""gap"": -8, ""cells"": [2, 4], ""caps"": []}",-2.0,-3.0,-1.0,{},tracker
12,reseal,"{""gap"": -7, ""cells"": [2, 4], ""caps"": []}",-2.0,-3.0,-1.0,{},tracker
12,reseal,"{""gap"": -6, ""cells"": [2, 4], ""caps"": []}",-2.0,-3.0,-1.0,{},tracker
12,reseal,"{""gap"": -5, ""cells"": [2, 4], ""caps"": []}",-2.0,-3.0,-1.0,{},tracker
12,reseal,"{""gap"": -4, ""cells"": [2, 4], ""caps"": []}",-2.0,-3.0,-1.0,{},tracker
12,reseal,"{""gap"": -3, ""cells"": [2, 4], ""caps"": []}",-2.0,-3.0,-1.0,{},tracker
12,reseal,"{""gap"": -2, ""cells"": [2, 4], ""caps"": []}",-2.0,-3.0,-1.0,{},tracker
12,reseal,"{""gap"": -1, ""cells"": [2, 4], ""caps"": []}",-2.0,-3.0,-1.0,{},tracker
12,contact_death,"{""cells"": [2, 9]}",,,,"{""connectivity_change"": true}",tracker
12,contact_death,"{""cells"": [5, 12]}",,,,"{""connectivity_change"": true}",tracker
12,contact_birth,"{""cells"": [3, 5]}",1.0,1.0,0.0,"{""connectivity_change"": false}",tracker
12,contact_birth,"{""cells"": [4, 7]}",,,,"{""connectivity_change"": true}",tracker
12,contact_birth,"{""cells"": [7, 8]}",,,,"{""connectivity_change"": true}",tracker
13,rupture,"{""gap"": -5, ""cells"": [7, 8], ""caps"": []}",2.0,3.0,1.0,{},tracker
13,rupture,"{""gap"": -4, ""cells"": [7, 8], ""caps"": []}",2.0,3.0,1.0,{},tracker
13,rupture,"{""gap"": -3, ""cells"": [7, 8], ""caps"": []}",2.0,3.0,1.0,{},tracker
13,gap_appearance,"{""gap"": -2, ""cells"": [7, 11]}",,,,{},tracker
13,gap_appearance,"{""gap"": -1, ""cells"": [7, 11]}",,,,{},tracker
13,contact_death,"{""cells"": [3, 11]}",,,,"{""connectivity_change"": true}",tracker
13,contact_birth,"{""cells"": [7, 11]}",,,,"{""connectivity_change"": true}",tracker
14,gap_disappearance,"{""gap"": -5, ""cells"": [7, 11]}",,,,{},tracker
14,gap_disappearance,"{""gap"": -4, ""cells"": [7, 11]}",,,,{},tracker
14,reseal,"{""gap"": -3, ""cells"": [7, 8], ""caps"": []}",-2.0,-3.0,-1.0,{},tracker
14,reseal,"{""gap"": -2, ""cells"": [7, 8], ""caps"": []}",-2.0,-3.0,-1.0,{},tracker
14,reseal,"{""gap"": -1, ""cells"": [7, 8], ""caps"": []}",-2.0,-3.0,-1.0,{},tracker
14,contact_death,"{""cells"": [7, 11]}",,,,"{""connectivity_change"": true}",tracker
14,contact_birth,"{""cells"": [2, 9]}",,,,"{""connectivity_change"": true}",tracker
14,contact_birth,"{""cells"": [4, 8]}",1.0,1.0,0.0,"{""connectivity_change"": false}",tracker
15,rupture,"{""gap"": -4, ""cells"": [2, 4], ""caps"": []}",2.0,3.0,1.0,{},tracker
15,rupture,"{""gap"": -3, ""cells"": [2, 4], ""caps"": []}",2.0,3.0,1.0,{},tracker
15,rupture,"{""gap"": -2, ""cells"": [2, 4], ""caps"": []}",2.0,3.0,1.0,{},tracker
15,rupture,"{""gap"": -1, ""cells"": [4, 7], ""caps"": []}",2.0,3.0,1.0,{},tracker
15,contact_death,"{""cells"": [1, 3]}",,,,"{""connectivity_change"": true}",tracker
15,contact_death,"{""cells"": [2, 9]}",,,,"{""connectivity_change"": true}",tracker
15,contact_death,"{""cells"": [4, 8]}",,,,"{""connectivity_change"": true}",tracker
15,contact_death,"{""cells"": [7, 8]}",,,,"{""connectivity_change"": true}",tracker
16,rupture,"{""gap"": -15, ""cells"": [4, 7], ""caps"": []}",2.0,3.0,1.0,{},tracker
16,rupture,"{""gap"": -14, ""cells"": [4, 7], ""caps"": []}",2.0,3.0,1.0,{},tracker
16,rupture,"{""gap"": -13, ""cells"": [4, 7], ""caps"": []}",2.0,3.0,1.0,{},tracker
16,gap_appearance,"{""gap"": -12, ""cells"": [3, 7]}",,,,{},tracker
16,gap_appearance,"{""gap"": -11, ""cells"": [3, 7]}",,,,{},tracker
16,gap_appearance,"{""gap"": -10, ""cells"": [3, 7]}",,,,{},tracker
16,gap_appearance,"{""gap"": -9, ""cells"": [3, 7]}",,,,{},tracker
16,gap_appearance,"{""gap"": -8, ""cells"": [3, 7]}",,,,{},tracker
16,gap_appearance,"{""gap"": -7, ""cells"": [3, 7]}",,,,{},tracker
16,rupture,"{""gap"": -6, ""cells"": [3, 5], ""caps"": []}",2.0,3.0,1.0,{},tracker
16,rupture,"{""gap"": -5, ""cells"": [3, 5], ""caps"": []}",2.0,3.0,1.0,{},tracker
16,reseal,"{""gap"": -3, ""cells"": [2, 4], ""caps"": []}",-2.0,-3.0,-1.0,{},tracker
16,reseal,"{""gap"": -2, ""cells"": [2, 4], ""caps"": []}",-2.0,-3.0,-1.0,{},tracker
16,reseal,"{""gap"": -1, ""cells"": [2, 4], ""caps"": []}",-2.0,-3.0,-1.0,{},tracker
17,gap_disappearance,"{""gap"": -12, ""cells"": [3, 5]}",,,,{},tracker
17,gap_disappearance,"{""gap"": -11, ""cells"": [3, 5]}",,,,{},tracker
17,gap_disappearance,"{""gap"": -10, ""cells"": [3, 7]}",,,,{},tracker
17,gap_disappearance,"{""gap"": -9, ""cells"": [3, 7]}",,,,{},tracker
17,gap_disappearance,"{""gap"": -8, ""cells"": [3, 7]}",,,,{},tracker
17,gap_disappearance,"{""gap"": -7, ""cells"": [3, 7]}",,,,{},tracker
17,gap_disappearance,"{""gap"": -6, ""cells"": [3, 7]}",,,,{},tracker
17,gap_disappearance,"{""gap"": -5, ""cells"": [3, 7]}",,,,{},tracker
17,reseal,"{""gap"": -4, ""cells"": [4, 7], ""caps"": []}",-2.0,-3.0,-1.0,{},tracker
17,reseal,"{""gap"": -3, ""cells"": [4, 7], ""caps"": []}",-2.0,-3.0,-1.0,{},tracker
17,reseal,"{""gap"": -2, ""cells"": [4, 7], ""caps"": []}",-2.0,-3.0,-1.0,{},tracker
17,reseal,"{""gap"": -1, ""cells"": [4, 7], ""caps"": []}",-2.0,-3.0,-1.0,{},tracker
17,contact_birth,"{""cells"": [2, 9]}",1.0,1.0,0.0,"{""connectivity_change"": false}",tracker
18,rupture,"{""gap"": -2, ""cells"": [2, 9], ""caps"": []}",2.0,3.0,1.0,{},tracker
18,rupture,"{""gap"": -1, ""cells"": [2, 9], ""caps"": []}",2.0,3.0,1.0,{},tracker
18,contact_birth,"{""cells"": [7, 11]}",,,,"{""connectivity_change"": true}",tracker
19,rupture,"{""gap"": -4, ""cells"": [2, 4], ""caps"": []}",2.0,3.0,1.0,{},tracker
19,rupture,"{""gap"": -3, ""cells"": [7, 11], ""caps"": []}",2.0,3.0,1.0,{},tracker
19,gap_disappearance,"{""gap"": -2, ""cells"": [2, 9]}",,,,{},tracker
19,gap_disappearance,"{""gap"": -1, ""cells"": [2, 9]}",,,,{},tracker
19,contact_death,"{""cells"": [2, 9]}",,,,"{""connectivity_change"": true}",tracker
19,contact_birth,"{""cells"": [11, 12]}",,,,"{""connectivity_change"": true}",tracker
20,rupture,"{""gap"": -44, ""cells"": [2, 4], ""caps"": []}",2.0,3.0,1.0,{},tracker
20,rupture,"{""gap"": -43, ""cells"": [2, 4], ""caps"": []}",2.0,3.0,1.0,{},tracker
20,rupture,"{""gap"": -42, ""cells"": [2, 4], ""caps"": []}",2.0,3.0,1.0,{},tracker
20,rupture,"{""gap"": -41, ""cells"": [2, 4], ""caps"": []}",2.0,3.0,1.0,{},tracker
20,rupture,"{""gap"": -40, ""cells"": [2, 4], ""caps"": []}",2.0,3.0,1.0,{},tracker
20,rupture,"{""gap"": -39, ""cells"": [2, 4], ""caps"": []}",2.0,3.0,1.0,{},tracker
20,rupture,"{""gap"": -38, ""cells"": [2, 4], ""caps"": []}",2.0,3.0,1.0,{},tracker
20,rupture,"{""gap"": -37, ""cells"": [2, 4], ""caps"": []}",2.0,3.0,1.0,{},tracker
20,rupture,"{""gap"": -36, ""cells"": [2, 4], ""caps"": []}",2.0,3.0,1.0,{},tracker
20,rupture,"{""gap"": -35, ""cells"": [2, 4], ""caps"": []}",2.0,3.0,1.0,{},tracker
20,rupture,"{""gap"": -34, ""cells"": [2, 4], ""caps"": []}",2.0,3.0,1.0,{},tracker
20,rupture,"{""gap"": -33, ""cells"": [2, 4], ""caps"": []}",2.0,3.0,1.0,{},tracker
20,rupture,"{""gap"": -32, ""cells"": [2, 4], ""caps"": []}",2.0,3.0,1.0,{},tracker
20,rupture,"{""gap"": -31, ""cells"": [2, 4], ""caps"": []}",2.0,3.0,1.0,{},tracker
20,rupture,"{""gap"": -30, ""cells"": [2, 4], ""caps"": []}",2.0,3.0,1.0,{},tracker
20,rupture,"{""gap"": -29, ""cells"": [2, 4], ""caps"": []}",2.0,3.0,1.0,{},tracker
20,rupture,"{""gap"": -28, ""cells"": [2, 4], ""caps"": []}",2.0,3.0,1.0,{},tracker
20,rupture,"{""gap"": -27, ""cells"": [2, 4], ""caps"": []}",2.0,3.0,1.0,{},tracker
20,rupture,"{""gap"": -26, ""cells"": [2, 4], ""caps"": []}",2.0,3.0,1.0,{},tracker
20,rupture,"{""gap"": -25, ""cells"": [2, 4], ""caps"": []}",2.0,3.0,1.0,{},tracker
20,rupture,"{""gap"": -24, ""cells"": [2, 4], ""caps"": []}",2.0,3.0,1.0,{},tracker
20,rupture,"{""gap"": -23, ""cells"": [2, 4], ""caps"": []}",2.0,3.0,1.0,{},tracker
20,rupture,"{""gap"": -22, ""cells"": [2, 4], ""caps"": []}",2.0,3.0,1.0,{},tracker
20,rupture,"{""gap"": -21, ""cells"": [2, 4], ""caps"": []}",2.0,3.0,1.0,{},tracker
20,rupture,"{""gap"": -20, ""cells"": [2, 4], ""caps"": []}",2.0,3.0,1.0,{},tracker
20,rupture,"{""gap"": -19, ""cells"": [2, 4], ""caps"": []}",2.0,3.0,1.0,{},tracker
20,rupture,"{""gap"": -18, ""cells"": [2, 4], ""caps"": []}",2.0,3.0,1.0,{},tracker
20,rupture,"{""gap"": -17, ""cells"": [4, 7], ""caps"": []}",2.0,3.0,1.0,{},tracker
20,gap_appearance,"{""gap"": -16, ""cells"": [5, 12]}",,,,{},tracker
20,gap_appearance,"{""gap"": -15, ""cells"": [5, 12]}",,,,{},tracker
20,gap_appearance,"{""gap"": -14, ""cells"": [5, 12]}",,,,{},tracker
20,gap_appearance,"{""gap"": -13, ""cells"": [5, 12]}",,,,{},tracker
20,rupture,"{""gap"": -12, ""cells"": [11, 12], ""caps"": []}",2.0,3.0,1.0,{},tracker
20,rupture,"{""gap"": -11, ""cells"": [11, 12], ""caps"": []}",2.0,3.0,1.0,{},tracker
20,rupture,"{""gap"": -10, ""cells"": [11, 12], ""caps"": []}",2.0,3.0,1.0,{},tracker
20,gap_appearance,"{""gap"": -9, ""cells"": [5, 12]}",,,,{},tracker
20,gap_appearance,"{""gap"": -8, ""cells"": [5, 12]}",,,,{},tracker
20,gap_appearance,"{""gap"": -7, ""cells"": [5, 12]}",,,,{},tracker
20,gap_appearance,"{""gap"": -6, ""cells"": [5, 12]}",,,,{},tracker
20,gap_appearance,"{""gap"": -5, ""cells"": [5, 12]}",,,,{},tracker
20,gap_appearance,"{""gap"": -4, ""cells"": [5, 12]}",,,,{},tracker
20,rupture,"{""gap"": -3, ""cells"": [11, 12], ""caps"": []}",2.0,3.0,1.0,{},tracker
20,gap_disappearance,"{""gap"": -2, ""cells"": [7, 11]}",,,,{},tracker
20,contact_death,"{""cells"": [7, 11]}",,,,"{""connectivity_change"": true}",tracker
20,contact_birth,"{""cells"": [5, 12]}",,,,"{""connectivity_change"": true}",tracker
21,division,"{""parent"": 5, ""children"": [13, 14]}",2.0,3.0,1.0,"{""source"": ""lineage""}",tracker
21,gap_disappearance,"{""gap"": -43, ""cells"": [11, 12]}",,,,{},tracker
21,gap_disappearance,"{""gap"": -42, ""cells"": [5, 12]}",,,,{},tracker
21,gap_disappearance,"{""gap"": -41, ""cells"": [5, 12]}",,,,{},tracker
21,gap_disappearance,"{""gap"": -40, ""cells"": [5, 12]}",,,,{},tracker
21,gap_disappearance,"{""gap"": -39, ""cells"": [5, 12]}",,,,{},tracker
21,gap_disappearance,"{""gap"": -38, ""cells"": [5, 12]}",,,,{},tracker
21,gap_disappearance,"{""gap"": -37, ""cells"": [5, 12]}",,,,{},tracker
21,gap_disappearance,"{""gap"": -36, ""cells"": [11, 12]}",,,,{},tracker
21,gap_disappearance,"{""gap"": -35, ""cells"": [11, 12]}",,,,{},tracker
21,gap_disappearance,"{""gap"": -34, ""cells"": [11, 12]}",,,,{},tracker
21,gap_disappearance,"{""gap"": -33, ""cells"": [5, 12]}",,,,{},tracker
21,gap_disappearance,"{""gap"": -32, ""cells"": [5, 12]}",,,,{},tracker
21,gap_disappearance,"{""gap"": -31, ""cells"": [5, 12]}",,,,{},tracker
21,gap_disappearance,"{""gap"": -30, ""cells"": [5, 12]}",,,,{},tracker
21,reseal,"{""gap"": -29, ""cells"": [4, 7], ""caps"": []}",-2.0,-3.0,-1.0,{},tracker
21,reseal,"{""gap"": -28, ""cells"": [2, 4], ""caps"": []}",-2.0,-3.0,-1.0,{},tracker
21,reseal,"{""gap"": -27, ""cells"": [2, 4], ""caps"": []}",-2.0,-3.0,-1.0,{},tracker
21,reseal,"{""gap"": -26, ""cells"": [2, 4], ""caps"": []}",-2.0,-3.0,-1.0,{},tracker
21,reseal,"{""gap"": -25, ""cells"": [2, 4], ""caps"": []}",-2.0,-3.0,-1.0,{},tracker
21,reseal,"{""gap"": -24, ""cells"": [2, 4], ""caps"": []}",-2.0,-3.0,-1.0,{},tracker
21,reseal,"{""gap"": -23, ""cells"": [2, 4], ""caps"": []}",-2.0,-3.0,-1.0,{},tracker
21,reseal,"{""gap"": -22, ""cells"": [2, 4], ""caps"": []}",-2.0,-3.0,-1.0,{},tracker
