observed_dVEF,expected_dVEF,residual_dVEF,euler_residual,n_events,n_explained,n_unexplained,n_connectivity_changes,fully_explained,charge_a,charge_b,charge_delta,n_t1,t1_charge_deltas,n_t1_charge_conserved,n_t1_generic,n_t1_isolated,n_t1_isolated_charge_conserved,n_t1_isolated_generic,frame
"(5, 8, 2)","(3, 5, 2)","(2, 3, 0)",-1,4,3,1,1,False,31,21,-10,0,[],0,0,0,0,0,13
"(0, 0, -2)","(-5, -8, -3)","(5, 8, 1)",-2,8,4,4,3,False,21,20,-1,0,[],0,0,0,0,0,14
"(-5, -10, 0)","(1, 1, 0)","(-6, -11, 0)",5,11,1,10,8,False,20,36,16,0,[],0,0,0,0,0,15
"(-3, -3, -1)","(0, 0, 0)","(-3, -3, -1)",-1,4,0,4,3,False,36,39,3,0,[],0,0,0,0,0,16
"(4, 7, 1)","(0, 0, 0)","(4, 7, 1)",-2,3,0,3,2,False,39,29,-10,0,[],0,0,0,0,0,17
"(-2, -3, -1)","(0, 0, 0)","(-2, -3, -1)",0,3,0,3,2,False,29,33,4,0,[],0,0,0,0,0,18
"(5, 8, 1)","(2, 3, 1)","(3, 5, 0)",-2,5,1,4,4,False,33,21,-12,0,[],0,0,0,0,0,19
"(-1, -2, 0)","(1, 1, 0)","(-2, -3, 0)",1,7,1,6,4,False,21,25,4,0,[],0,0,0,0,0,20
"(-1, -2, 1)","(2, 3, 1)","(-3, -5, 0)",2,8,1,7,5,False,25,28,3,0,[],0,0,0,0,0,21
"(-2, -3, -2)","(-2, -3, -1)","(0, 0, -1)",-1,4,1,3,2,False,28,32,4,0,[],0,0,0,0,0,22
"(3, 6, 3)","(4, 6, 2)","(-1, 0, 1)",0,7,2,5,4,False,32,25,-7,0,[],0,0,0,0,0,23
"(1, 0, -1)","(-2, -3, -1)","(3, 3, 0)",0,8,1,7,5,False,25,28,3,0,[],0,0,0,0,0,24
"(-2, -2, -1)","(-2, -2, 0)","(0, 0, -1)",-1,7,4,3,2,False,28,32,4,0,[],0,0,0,0,0,25
"(8, 11, 4)","(6, 8, 2)","(2, 3, 2)",1,10,4,6,4,False,32,24,-8,0,[],0,0,0,0,0,26
"(-12, -22, -4)","(0, 0, 0)","(-12, -22, -4)",6,12,0,12,8,False,24,50,26,0,[],0,0,0,0,0,27
"(9, 18, 3)","(0, 0, 0)","(9, 18, 3)",-6,12,0,12,7,False,50,22,-28,0,[],0,0,0,0,0,28
"(-5, -7, -3)","(-4, -5, -1)","(-1, -2, -2)",-1,6,3,3,1,False,22,32,10,0,[],0,0,0,0,0,29
"(6, 9, 2)","(4, 6, 2)","(2, 3, 0)",-1,3,2,1,1,False,32,20,-12,0,[],0,0,0,0,0,30
"(-5, -9, 0)","(-2, -3, -1)","(-3, -6, 1)",4,5,1,4,3,False,20,39,19,0,[],0,0,0,0,0,31
"(1, 3, -2)","(-2, -3, -1)","(3, 6, -1)",-4,5,1,4,3,False,39,28,-11,0,[],0,0,0,0,0,32
"(-4, -9, 0)","(1, 1, 0)","(-5, -10, 0)",5,7,1,6,6,False,28,42,14,0,[],0,0,0,0,0,33
"(3, 8, 2)","(0, 0, 0)","(3, 8, 2)",-3,7,0,7,5,False,42,30,-12,0,[],0,0,0,0,0,34
"(-2, -4, -2)","(-4, -6, -2)","(2, 2, 0)",0,5,2,3,3,False,30,34,4,0,[],0,0,0,0,0,35
"(-2, -5, 1)","(2, 3, 1)","(-4, -8, 0)",4,6,1,5,5,False,34,44,10,0,[],0,0,0,0,0,36
"(16, 26, 6)","(2, 3, 1)","(14, 23, 5)",-4,14,1,13,8,False,44,11,-33,0,[],0,0,0,0,0,37
"(-17, -29, -7)","(-2, -3, -1)","(-15, -26, -6)",5,16,1,15,9,False,11,48,37,0,[],0,0,0,0,0,38
"(2, 6, 0)","(0, 0, 0)","(2, 6, 0)",-4,4,0,4,4,False,48,38,-10,0,[],0,0,0,0,0,39
"(1, 2, 1)","(2, 3, 1)","(-1, -1, 0)",0,5,1,4,4,False,38,35,-3,0,[],0,0,0,0,0,40
"(2, 2, 0)","(0, 0, 0)","(2, 2, 0)",0,6,2,4,4,False,35,33,-2,0,[],0,0,0,0,0,41
"(5, 9, 2)","(-1, -1, 0)","(6, 10, 2)",-2,8,3,5,3,False,33,20,-13,0,[],0,0,0,0,0,42
"(-8, -14, -1)","(0, 0, 0)","(-8, -14, -1)",5,9,2,7,4,False,20,47,27,0,[],0,0,0,0,0,43
"(0, 1, -2)","(-2, -3, -1)","(2, 4, -1)",-3,6,1,5,4,False,47,38,-9,0,[],0,0,0,0,0,44
"(4, 7, 1)","(1, 2, 1)","(3, 5, 0)",-2,5,2,3,3,False,38,34,-4,0,[],0,0,0,0,0,45
"(3, 3, 2)","(1, 1, 0)","(2, 2, 2)",2,6,3,3,1,False,34,37,3,0,[],0,0,0,0,0,46
"(6, 9, 4)","(5, 8, 3)","(1, 1, 1)",1,13,8,5,4,False,37,25,-12,0,[],0,0,0,0,0,47
"(-2, -4, -1)","(-1, -2, -1)","(-1, -2, 0)",1,9,4,5,3,False,25,30,5,0,[],0,0,0,0,0,48
"(-4, -4, -3)","(-4, -5, -1)","(0, 1, -2)",-3,16,5,11,7,False,30,41,11,0,[],0,0,0,0,0,49
"(-2, -2, -1)","(-1, -1, 0)","(-1, -1, -1)",-1,6,5,1,0,False,41,38,-3,0,[],0,0,0,0,0,50
"(0, -1, 2)","(0, 0, 0)","(0, -1, 2)",3,7,2,5,3,False,38,46,8,0,[],0,0,0,0,0,51
"(0, -2, 0)","(2, 3, 1)","(-2, -5, -1)",2,4,1,3,2,False,46,49,3,0,[],0,0,0,0,0,52
"(15, 24, 5)","(5, 8, 3)","(10, 16, 2)",-4,17,6,11,5,False,49,22,-27,0,[],0,0,0,0,0,53
"(-3, -4, -2)","(0, -1, -1)","(-3, -3, -1)",-1,15,7,8,3,False,22,20,-2,0,[],0,0,0,0,0,54
"(1, 1, 2)","(5, 8, 3)","(-4, -7, -1)",2,15,8,7,4,False,20,25,5,0,[],0,0,0,0,0,55
"(-14, -22, -6)","(-10, -15, -5)","(-4, -7, -1)",2,12,5,7,6,False,25,50,25,0,[],0,0,0,0,0,56
"(3, 5, 2)","(0, 0, 0)","(3, 5, 2)",0,7,0,7,5,False,50,43,-7,0,[],0,0,0,0,0,57
"(-3, -3, -2)","(0, 0, 0)","(-3, -3, -2)",-2,12,0,12,10,False,43,45,2,0,[],0,0,0,0,0,58
"(11, 15, 4)","(1, 2, 1)","(10, 13, 3)",0,11,4,7,4,False,45,38,-7,0,[],0,0,0,0,0,59
"(0, 0, 1)","(4, 5, 1)","(-4, -5, 0)",1,13,5,8,6,False,38,38,0,0,[],0,0,0,0,0,60
"(-6, -9, -3)","(-4, -6, -2)","(-2, -3, -1)",0,12,4,8,7,False,38,45,7,0,[],0,0,0,0,0,61
"(0, -1, 2)","(2, 3, 1)","(-2, -4, 1)",3,13,1,12,9,False,45,54,9,0,[],0,0,0,0,0,62
"(6, 11, 2)","(2, 3, 1)","(4, 8, 1)",-3,13,3,10,7,False,54,38,-16,0,[],0,0,0,0,0,63
"(2, 2, 0)","(0, 0, 0)","(2, 2, 0)",0,6,0,6,4,False,38,36,-2,0,[],0,0,0,0,0,64
"(-4, -6, -1)","(-2, -3, -1)","(-2, -3, 0)",1,13,5,8,4,False,36,44,8,0,[],0,0,0,0,0,65
"(3, 5, 0)","(-4, -6, -2)","(7, 11, 2)",-2,14,4,10,4,False,44,30,-14,0,[],0,0,0,0,0,66
"(-10, -17, -2)","(2, 3, 1)","(-12, -20, -3)",5,13,1,12,7,False,30,61,31,0,[],0,0,0,0,0,67
"(12, 21, 2)","(3, 5, 2)","(9, 16, 0)",-7,12,5,7,5,False,61,37,-24,0,[],0,0,0,0,0,68
"(-10, -16, -2)","(-2, -4, -2)","(-8, -12, 0)",4,11,4,7,5,False,37,51,14,0,[],0,0,0,0,0,69
"(6, 9, 2)","(0, 0, 0)","(6, 9, 2)",-1,7,4,3,1,False,51,40,-11,0,[],0,0,0,0,0,70
"(4, 5, 2)","(-3, -4, -1)","(7, 9, 3)",1,14,4,10,5,False,40,33,-7,0,[],0,0,0,0,0,71
"(-1, -2, 0)","(2, 3, 1)","(-3, -5, -1)",1,12,5,7,4,False,33,36,3,0,[],0,0,0,0,0,72
"(-5, -6, -4)","(-4, -6, -2)","(-1, 0, -2)",-3,13,2,11,7,False,36,38,2,0,[],0,0,0,0,0,73
"(-3, -4, -1)","(-3, -4, -1)","(0, 0, 0)",0,5,2,3,3,False,38,43,5,0,[],0,0,0,0,0,74
"(3, 3, 2)","(3, 5, 2)","(0, -2, 0)",2,8,3,5,5,False,43,40,-3,0,[],0,0,0,0,0,75
"(-7, -10, -3)","(-2, -3, -1)","(-5, -7, -2)",0,7,1,6,4,False,40,48,8,0,[],0,0,0,0,0,76
"(7, 10, 3)","(4, 5, 1)","(3, 5, 2)",0,7,3,4,2,False,48,46,-2,0,[],0,0,0,0,0,77
"(0, 0, 1)","(3, 4, 1)","(-3, -4, 0)",1,8,4,4,4,False,46,46,0,0,[],0,0,0,0,0,78
"(1, 1, 0)","(-5, -7, -2)","(6, 8, 2)",0,14,3,11,5,False,46,49,3,0,[],0,0,0,0,0,79
"(-2, -3, 0)","(-2, -3, -1)","(0, 0, 1)",1,12,3,9,8,False,49,61,12,0,[],0,0,0,0,0,80
"(6, 10, 2)","(2, 3, 1)","(4, 7, 1)",-2,13,3,10,9,False,61,48,-13,0,[],0,0,0,0,0,81
"(-10, -17, -3)","(1, 1, 0)","(-11, -18, -3)",4,10,1,9,6,False,48,69,21,0,[],0,0,0,0,0,82
