frame,kind,participants,dV,dE,dF,evidence,run
3,contact_birth,"{""cells"": [1, 3]}",,,,"{""connectivity_change"": true}",tracker
3,contact_birth,"{""cells"": [1, 4]}",,,,"{""connectivity_change"": true}",tracker
3,contact_birth,"{""cells"": [3, 4]}",,,,"{""connectivity_change"": true}",tracker
3,contact_birth,"{""cells"": [3, 8]}",,,,"{""connectivity_change"": true}",tracker
4,gap_nucleation,"{""gap"": -10, ""cells"": [1, 3, 4], ""sides"": 3}",2.0,3.0,1.0,{},tracker
4,rupture,"{""gap"": -9, ""cells"": [3, 4], ""caps"": []}",2.0,3.0,1.0,{},tracker
4,rupture,"{""gap"": -8, ""cells"": [3, 4], ""caps"": []}",2.0,3.0,1.0,{},tracker
4,rupture,"{""gap"": -7, ""cells"": [3, 4], ""caps"": []}",2.0,3.0,1.0,{},tracker
4,rupture,"{""gap"": -6, ""cells"": [3, 4], ""caps"": []}",2.0,3.0,1.0,{},tracker
4,rupture,"{""gap"": -5, ""cells"": [1, 3], ""caps"": []}",2.0,3.0,1.0,{},tracker
4,rupture,"{""gap"": -4, ""cells"": [1, 3], ""caps"": []}",2.0,3.0,1.0,{},tracker
4,rupture,"{""gap"": -3, ""cells"": [1, 3], ""caps"": []}",2.0,3.0,1.0,{},tracker
4,rupture,"{""gap"": -2, ""cells"": [1, 3], ""caps"": []}",2.0,3.0,1.0,{},tracker
4,rupture,"{""gap"": -1, ""cells"": [3, 4], ""caps"": []}",2.0,3.0,1.0,{},tracker
5,rupture,"{""gap"": -123, ""cells"": [4, 5], ""caps"": []}",2.0,3.0,1.0,{},tracker
5,rupture,"{""gap"": -122, ""cells"": [4, 5], ""caps"": []}",2.0,3.0,1.0,{},tracker
5,rupture,"{""gap"": -121, ""cells"": [4, 5], ""caps"": []}",2.0,3.0,1.0,{},tracker
5,rupture,"{""gap"": -120, ""cells"": [4, 5], ""caps"": []}",2.0,3.0,1.0,{},tracker
5,rupture,"{""gap"": -119, ""cells"": [4, 5], ""caps"": []}",2.0,3.0,1.0,{},tracker
5,rupture,"{""gap"": -118, ""cells"": [4, 5], ""caps"": []}",2.0,3.0,1.0,{},tracker
5,rupture,"{""gap"": -117, ""cells"": [4, 5], ""caps"": []}",2.0,3.0,1.0,{},tracker
5,rupture,"{""gap"": -116, ""cells"": [4, 5], ""caps"": []}",2.0,3.0,1.0,{},tracker
5,rupture,"{""gap"": -115, ""cells"": [4, 5], ""caps"": []}",2.0,3.0,1.0,{},tracker
5,rupture,"{""gap"": -114, ""cells"": [4, 5], ""caps"": []}",2.0,3.0,1.0,{},tracker
5,rupture,"{""gap"": -113, ""cells"": [4, 5], ""caps"": []}",2.0,3.0,1.0,{},tracker
5,rupture,"{""gap"": -112, ""cells"": [4, 5], ""caps"": []}",2.0,3.0,1.0,{},tracker
5,rupture,"{""gap"": -111, ""cells"": [4, 5], ""caps"": []}",2.0,3.0,1.0,{},tracker
5,rupture,"{""gap"": -110, ""cells"": [4, 5], ""caps"": []}",2.0,3.0,1.0,{},tracker
5,rupture,"{""gap"": -109, ""cells"": [4, 5], ""caps"": []}",2.0,3.0,1.0,{},tracker
5,rupture,"{""gap"": -108, ""cells"": [4, 5], ""caps"": []}",2.0,3.0,1.0,{},tracker
5,rupture,"{""gap"": -107, ""cells"": [4, 5], ""caps"": []}",2.0,3.0,1.0,{},tracker
5,rupture,"{""gap"": -106, ""cells"": [4, 5], ""caps"": []}",2.0,3.0,1.0,{},tracker
5,rupture,"{""gap"": -105, ""cells"": [4, 5], ""caps"": []}",2.0,3.0,1.0,{},tracker
5,rupture,"{""gap"": -104, ""cells"": [1, 4], ""caps"": []}",2.0,3.0,1.0,{},tracker
5,rupture,"{""gap"": -103, ""cells"": [4, 5], ""caps"": []}",2.0,3.0,1.0,{},tracker
5,rupture,"{""gap"": -102, ""cells"": [1, 4], ""caps"": []}",2.0,3.0,1.0,{},tracker
5,rupture,"{""gap"": -101, ""cells"": [1, 4], ""caps"": []}",2.0,3.0,1.0,{},tracker
5,rupture,"{""gap"": -100, ""cells"": [1, 2], ""caps"": []}",2.0,3.0,1.0,{},tracker
5,rupture,"{""gap"": -99, ""cells"": [4, 5], ""caps"": []}",2.0,3.0,1.0,{},tracker
5,rupture,"{""gap"": -98, ""cells"": [1, 2], ""caps"": []}",2.0,3.0,1.0,{},tracker
5,rupture,"{""gap"": -97, ""cells"": [1, 4], ""caps"": []}",2.0,3.0,1.0,{},tracker
5,rupture,"{""gap"": -96, ""cells"": [1, 2], ""caps"": []}",2.0,3.0,1.0,{},tracker
5,rupture,"{""gap"": -95, ""cells"": [4, 5], ""caps"": []}",2.0,3.0,1.0,{},tracker
5,rupture,"{""gap"": -94, ""cells"": [1, 2], ""caps"": []}",2.0,3.0,1.0,{},tracker
5,rupture,"{""gap"": -93, ""cells"": [4, 5], ""caps"": []}",2.0,3.0,1.0,{},tracker
5,rupture,"{""gap"": -92, ""cells"": [1, 2], ""caps"": []}",2.0,3.0,1.0,{},tracker
5,rupture,"{""gap"": -91, ""cells"": [4, 5], ""caps"": []}",2.0,3.0,1.0,{},tracker
5,rupture,"{""gap"": -90, ""cells"": [1, 2], ""caps"": []}",2.0,3.0,1.0,{},tracker
5,rupture,"{""gap"": -89, ""cells"": [4, 5], ""caps"": []}",2.0,3.0,1.0,{},tracker
5,rupture,"{""gap"": -88, ""cells"": [1, 2], ""caps"": []}",2.0,3.0,1.0,{},tracker
5,rupture,"{""gap"": -87, ""cells"": [1, 4], ""caps"": []}",2.0,3.0,1.0,{},tracker
5,rupture,"{""gap"": -86, ""cells"": [4, 5], ""caps"": []}",2.0,3.0,1.0,{},tracker
5,rupture,"{""gap"": -85, ""cells"": [1, 2], ""caps"": []}",2.0,3.0,1.0,{},tracker
5,rupture,"{""gap"": -84, ""cells"": [4, 5], ""caps"": []}",2.0,3.0,1.0,{},tracker
5,rupture,"{""gap"": -83, ""cells"": [1, 2], ""caps"": []}",2.0,3.0,1.0,{},tracker
5,rupture,"{""gap"": -82, ""cells"": [1, 4], ""caps"": []}",2.0,3.0,1.0,{},tracker
5,rupture,"{""gap"": -81, ""cells"": [1, 4], ""caps"": []}",2.0,3.0,1.0,{},tracker
5,rupture,"{""gap"": -80, ""cells"": [1, 4], ""caps"": []}",2.0,3.0,1.0,{},tracker
5,rupture,"{""gap"": -79, ""cells"": [1, 2], ""caps"": []}",2.0,3.0,1.0,{},tracker
5,rupture,"{""gap"": -78, ""cells"": [1, 2], ""caps"": []}",2.0,3.0,1.0,{},tracker
5,rupture,"{""gap"": -77, ""cells"": [1, 4], ""caps"": []}",2.0,3.0,1.0,{},tracker
5,rupture,"{""gap"": -76, ""cells"": [1, 4], ""caps"": []}",2.0,3.0,1.0,{},tracker
5,rupture,"{""gap"": -75, ""cells"": [1, 2], ""caps"": []}",2.0,3.0,1.0,{},tracker
5,rupture,"{""gap"": -74, ""cells"": [1, 2], ""caps"": []}",2.0,3.0,1.0,{},tracker
5,rupture,"{""gap"": -73, ""cells"": [1, 4], ""caps"": []}",2.0,3.0,1.0,{},tracker
5,rupture,"{""gap"": -72, ""cells"": [1, 2], ""caps"": []}",2.0,3.0,1.0,{},tracker
5,rupture,"{""gap"": -71, ""cells"": [1, 2], ""caps"": []}",2.0,3.0,1.0,{},tracker
5,rupture,"{""gap"": -70, ""cells"": [1, 2], ""caps"": []}",2.0,3.0,1.0,{},tracker
5,rupture,"{""gap"": -69, ""cells"": [1, 2], ""caps"": []}",2.0,3.0,1.0,{},tracker
5,rupture,"{""gap"": -68, ""cells"": [1, 4], ""caps"": []}",2.0,3.0,1.0,{},tracker
5,rupture,"{""gap"": -67, ""cells"": [1, 2], ""caps"": []}",2.0,3.0,1.0,{},tracker
5,rupture,"{""gap"": -66, ""cells"": [1, 4], ""caps"": []}",2.0,3.0,1.0,{},tracker
5,rupture,"{""gap"": -65, ""cells"": [1, 2], ""caps"": []}",2.0,3.0,1.0,{},tracker
5,rupture,"{""gap"": -64, ""cells"": [1, 4], ""caps"": []}",2.0,3.0,1.0,{},tracker
5,rupture,"{""gap"": -63, ""cells"": [1, 2], ""caps"": []}",2.0,3.0,1.0,{},tracker
5,rupture,"{""gap"": -62, ""cells"": [1, 2], ""caps"": []}",2.0,3.0,1.0,{},tracker
5,rupture,"{""gap"": -61, ""cells"": [1, 2], ""caps"": []}",2.0,3.0,1.0,{},tracker
5,rupture,"{""gap"": -60, ""cells"": [1, 2], ""caps"": []}",2.0,3.0,1.0,{},tracker
5,rupture,"{""gap"": -59, ""cells"": [1, 2], ""caps"": []}",2.0,3.0,1.0,{},tracker
5,rupture,"{""gap"": -58, ""cells"": [3, 4], ""caps"": []}",2.0,3.0,1.0,{},tracker
5,rupture,"{""gap"": -57, ""cells"": [1, 2], ""caps"": []}",2.0,3.0,1.0,{},tracker
5,gap_appearance,"{""gap"": -56, ""cells"": [1, 3]}",,,,{},tracker
5,rupture,"{""gap"": -55, ""cells"": [1, 2], ""caps"": []}",2.0,3.0,1.0,{},tracker
5,gap_appearance,"{""gap"": -54, ""cells"": [1, 3]}",,,,{},tracker
5,rupture,"{""gap"": -53, ""cells"": [1, 2], ""caps"": []}",2.0,3.0,1.0,{},tracker
5,gap_appearance,"{""gap"": -52, ""cells"": [1, 3]}",,,,{},tracker
5,gap_appearance,"{""gap"": -51, ""cells"": [1, 3]}",,,,{},tracker
5,rupture,"{""gap"": -50, ""cells"": [1, 2], ""caps"": []}",2.0,3.0,1.0,{},tracker
5,rupture,"{""gap"": -49, ""cells"": [1, 2], ""caps"": []}",2.0,3.0,1.0,{},tracker
5,gap_appearance,"{""gap"": -48, ""cells"": [1, 3]}",,,,{},tracker
5,rupture,"{""gap"": -47, ""cells"": [1, 2], ""caps"": []}",2.0,3.0,1.0,{},tracker
5,gap_appearance,"{""gap"": -46, ""cells"": [1, 3]}",,,,{},tracker
5,rupture,"{""gap"": -45, ""cells"": [1, 2], ""caps"": []}",2.0,3.0,1.0,{},tracker
5,gap_appearance,"{""gap"": -44, ""cells"": [1, 3]}",,,,{},tracker
5,rupture,"{""gap"": -43, ""cells"": [1, 2], ""caps"": []}",2.0,3.0,1.0,{},tracker
5,gap_appearance,"{""gap"": -42, ""cells"": [1, 3]}",,,,{},tracker
5,gap_appearance,"{""gap"": -41, ""cells"": [1, 3]}",,,,{},tracker
5,rupture,"{""gap"": -40, ""cells"": [1, 2], ""caps"": []}",2.0,3.0,1.0,{},tracker
5,gap_appearance,"{""gap"": -39, ""cells"": [1, 3]}",,,,{},tracker
5,rupture,"{""gap"": -38, ""cells"": [1, 2], ""caps"": []}",2.0,3.0,1.0,{},tracker
5,rupture,"{""gap"": -37, ""cells"": [3, 4], ""caps"": []}",2.0,3.0,1.0,{},tracker
5,rupture,"{""gap"": -36, ""cells"": [3, 4], ""caps"": []}",2.0,3.0,1.0,{},tracker
5,gap_appearance,"{""gap"": -35, ""cells"": [1, 3]}",,,,{},tracker
5,rupture,"{""gap"": -34, ""cells"": [3, 4], ""caps"": []}",2.0,3.0,1.0,{},tracker
5,rupture,"{""gap"": -33, ""cells"": [3, 4], ""caps"": []}",2.0,3.0,1.0,{},tracker
5,gap_appearance,"{""gap"": -32, ""cells"": [1, 3]}",,,,{},tracker
5,rupture,"{""gap"": -31, ""cells"": [3, 4], ""caps"": []}",2.0,3.0,1.0,{},tracker
5,rupture,"{""gap"": -30, ""cells"": [1, 2], ""caps"": []}",2.0,3.0,1.0,{},tracker
5,rupture,"{""gap"": -29, ""cells"": [3, 4], ""caps"": []}",2.0,3.0,1.0,{},tracker
5,rupture,"{""gap"": -28, ""cells"": [1, 2], ""caps"": []}",2.0,3.0,1.0,{},tracker
5,rupture,"{""gap"": -27, ""cells"": [1, 2], ""caps"": []}",2.0,3.0,1.0,{},tracker
5,rupture,"{""gap"": -26, ""cells"": [1, 2], ""caps"": []}",2.0,3.0,1.0,{},tracker
5,gap_appearance,"{""gap"": -25, ""cells"": [1, 3]}",,,,{},tracker
5,rupture,"{""gap"": -24, ""cells"": [1, 2], ""caps"": []}",2.0,3.0,1.0,{},tracker
5,gap_appearance,"{""gap"": -23, ""cells"": [1, 3]}",,,,{},tracker
5,rupture,"{""gap"": -22, ""cells"": [6, 7], ""caps"": []}",2.0,3.0,1.0,{},tracker
5,rupture,"{""gap"": -21, ""cells"": [6, 7], ""caps"": []}",2.0,3.0,1.0,{},tracker
5,rupture,"{""gap"": -20, ""cells"": [6, 7], ""caps"": []}",2.0,3.0,1.0,{},tracker
5,rupture,"{""gap"": -19, ""cells"": [6, 7], ""caps"": []}",2.0,3.0,1.0,{},tracker
5,rupture,"{""gap"": -18, ""cells"": [6, 7], ""caps"": []}",2.0,3.0,1.0,{},tracker
5,rupture,"{""gap"": -17, ""cells"": [6, 7], ""caps"": []}",2.0,3.0,1.0,{},tracker
5,rupture,"{""gap"": -16, ""cells"": [6, 7], ""caps"": []}",2.0,3.0,1.0,{},tracker
5,rupture,"{""gap"": -15, ""cells"": [6, 7], ""caps"": []}",2.0,3.0,1.0,{},tracker
5,rupture,"{""gap"": -14, ""cells"": [6, 7], ""caps"": []}",2.0,3.0,1.0,{},tracker
5,rupture,"{""gap"": -13, ""cells"": [6, 7], ""caps"": []}",2.0,3.0,1.0,{},tracker
5,rupture,"{""gap"": -12, ""cells"": [6, 7], ""caps"": []}",2.0,3.0,1.0,{},tracker
5,rupture,"{""gap"": -11, ""cells"": [6, 7], ""caps"": []}",2.0,3.0,1.0,{},tracker
5,contact_death,"{""cells"": [3, 8]}",,,,"{""connectivity_change"": true}",tracker
5,contact_birth,"{""cells"": [1, 3]}",1.0,1.0,0.0,"{""connectivity_change"": false}",tracker
6,exit,"{""cell"": 10, ""sides"": 1}",,,,"{""neighbours"": [0]}",tracker
6,rupture,"{""gap"": -160, ""cells"": [1, 2], ""caps"": []}",2.0,3.0,1.0,{},tracker
6,rupture,"{""gap"": -159, ""cells"": [1, 2], ""caps"": []}",2.0,3.0,1.0,{},tracker
6,rupture,"{""gap"": -158, ""cells"": [1, 2], ""caps"": []}",2.0,3.0,1.0,{},tracker
6,rupture,"{""gap"": -157, ""cells"": [1, 2], ""caps"": []}",2.0,3.0,1.0,{},tracker
6,rupture,"{""gap"": -156, ""cells"": [1, 3], ""caps"": []}",2.0,3.0,1.0,{},tracker
6,gap_appearance,"{""gap"": -155, ""cells"": [1, 2, 3]}",,,,{},tracker
6,rupture,"{""gap"": -154, ""cells"": [1, 3], ""caps"": []}",2.0,3.0,1.0,{},tracker
6,rupture,"{""gap"": -153, ""cells"": [1, 3], ""caps"": []}",2.0,3.0,1.0,{},tracker
6,gap_appearance,"{""gap"": -152, ""cells"": [2, 3]}",,,,{},tracker
6,gap_appearance,"{""gap"": -151, ""cells"": [2, 3]}",,,,{},tracker
6,gap_appearance,"{""gap"": -150, ""cells"": [2, 3]}",,,,{},tracker
6,gap_appearance,"{""gap"": -149, ""cells"": [2, 3]}",,,,{},tracker
6,gap_appearance,"{""gap"": -148, ""cells"": [2, 3]}",,,,{},tracker
6,gap_appearance,"{""gap"": -147, ""cells"": [2, 3]}",,,,{},tracker
6,gap_appearance,"{""gap"": -146, ""cells"": [2, 3]}",,,,{},tracker
6,gap_appearance,"{""gap"": -145, ""cells"": [2, 3]}",,,,{},tracker
6,gap_appearance,"{""gap"": -144, ""cells"": [2, 3]}",,,,{},tracker
6,gap_appearance,"{""gap"": -143, ""cells"": [2, 3]}",,,,{},tracker
6,gap_appearance,"{""gap"": -142, ""cells"": [2, 3]}",,,,{},tracker
6,gap_appearance,"{""gap"": -141, ""cells"": [2, 3]}",,,,{},tracker
6,gap_appearance,"{""gap"": -140, ""cells"": [2, 3]}",,,,{},tracker
6,gap_appearance,"{""gap"": -139, ""cells"": [2, 3]}",,,,{},tracker
6,gap_appearance,"{""gap"": -138, ""cells"": [2, 3]}",,,,{},tracker
6,gap_appearance,"{""gap"": -137, ""cells"": [2, 3]}",,,,{},tracker
6,gap_appearance,"{""gap"": -136, ""cells"": [2, 3]}",,,,{},tracker
6,gap_appearance,"{""gap"": -135, ""cells"": [2, 3]}",,,,{},tracker
6,rupture,"{""gap"": -134, ""cells"": [6, 7], ""caps"": []}",2.0,3.0,1.0,{},tracker
6,rupture,"{""gap"": -133, ""cells"": [6, 7], ""caps"": []}",2.0,3.0,1.0,{},tracker
6,rupture,"{""gap"": -132, ""cells"": [6, 7], ""caps"": []}",2.0,3.0,1.0,{},tracker
6,rupture,"{""gap"": -131, ""cells"": [6, 7], ""caps"": []}",2.0,3.0,1.0,{},tracker
6,rupture,"{""gap"": -130, ""cells"": [6, 7], ""caps"": []}",2.0,3.0,1.0,{},tracker
6,rupture,"{""gap"": -129, ""cells"": [6, 7], ""caps"": []}",2.0,3.0,1.0,{},tracker
6,rupture,"{""gap"": -128, ""cells"": [6, 7], ""caps"": []}",2.0,3.0,1.0,{},tracker
6,rupture,"{""gap"": -127, ""cells"": [6, 7], ""caps"": []}",2.0,3.0,1.0,{},tracker
6,rupture,"{""gap"": -126, ""cells"": [6, 7], ""caps"": []}",2.0,3.0,1.0,{},tracker
6,gap_appearance,"{""gap"": -125, ""cells"": [3, 8]}",,,,{},tracker
6,gap_appearance,"{""gap"": -124, ""cells"": [3, 8]}",,,,{},tracker
6,reseal,"{""gap"": -106, ""cells"": [3, 4], ""caps"": []}",-2.0,-3.0,-1.0,{},tracker
6,reseal,"{""gap"": -104, ""cells"": [3, 4], ""caps"": []}",-2.0,-3.0,-1.0,{},tracker
6,reseal,"{""gap"": -60, ""cells"": [1, 4], ""caps"": []}",-2.0,-3.0,-1.0,{},tracker
6,contact_death,"{""cells"": [-65, 4]}",-1.0,-1.0,0.0,"{""connectivity_change"": false}",tracker
6,contact_birth,"{""cells"": [-51, 3]}",1.0,1.0,0.0,"{""connectivity_change"": false}",tracker
6,contact_birth,"{""cells"": [2, 3]}",1.0,1.0,0.0,"{""connectivity_change"": false}",tracker
6,contact_birth,"{""cells"": [3, 8]}",,,,"{""connectivity_change"": true}",tracker
7,gap_disappearance,"{""gap"": -157, ""cells"": [3, 8]}",,,,{},tracker
7,gap_disappearance,"{""gap"": -156, ""cells"": [3, 8]}",,,,{},tracker
7,reseal,"{""gap"": -155, ""cells"": [6, 7], ""caps"": []}",-2.0,-3.0,-1.0,{},tracker
7,reseal,"{""gap"": -154, ""cells"": [6, 7], ""caps"": []}",-2.0,-3.0,-1.0,{},tracker
7,reseal,"{""gap"": -153, ""cells"": [6, 7], ""caps"": []}",-2.0,-3.0,-1.0,{},tracker
7,reseal,"{""gap"": -152, ""cells"": [6, 7], ""caps"": []}",-2.0,-3.0,-1.0,{},tracker
7,reseal,"{""gap"": -151, ""cells"": [6, 7], ""caps"": []}",-2.0,-3.0,-1.0,{},tracker
7,reseal,"{""gap"": -150, ""cells"": [6, 7], ""caps"": []}",-2.0,-3.0,-1.0,{},tracker
7,reseal,"{""gap"": -149, ""cells"": [6, 7], ""caps"": []}",-2.0,-3.0,-1.0,{},tracker
7,reseal,"{""gap"": -148, ""cells"": [6, 7], ""caps"": []}",-2.0,-3.0,-1.0,{},tracker
7,reseal,"{""gap"": -147, ""cells"": [6, 7], ""caps"": []}",-2.0,-3.0,-1.0,{},tracker
7,reseal,"{""gap"": -146, ""cells"": [6, 7], ""caps"": []}",-2.0,-3.0,-1.0,{},tracker
7,reseal,"{""gap"": -145, ""cells"": [6, 7], ""caps"": []}",-2.0,-3.0,-1.0,{},tracker
7,reseal,"{""gap"": -144, ""cells"": [6, 7], ""caps"": []}",-2.0,-3.0,-1.0,{},tracker
7,reseal,"{""gap"": -143, ""cells"": [6, 7], ""caps"": []}",-2.0,-3.0,-1.0,{},tracker
7,reseal,"{""gap"": -142, ""cells"": [6, 7], ""caps"": []}",-2.0,-3.0,-1.0,{},tracker
7,reseal,"{""gap"": -141, ""cells"": [6, 7], ""caps"": []}",-2.0,-3.0,-1.0,{},tracker
7,reseal,"{""gap"": -140, ""cells"": [6, 7], ""caps"": []}",-2.0,-3.0,-1.0,{},tracker
7,reseal,"{""gap"": -139, ""cells"": [6, 7], ""caps"": []}",-2.0,-3.0,-1.0,{},tracker
7,reseal,"{""gap"": -138, ""cells"": [6, 7], ""caps"": []}",-2.0,-3.0,-1.0,{},tracker
7,reseal,"{""gap"": -137, ""cells"": [6, 7], ""caps"": []}",-2.0,-3.0,-1.0,{},tracker
7,reseal,"{""gap"": -136, ""cells"": [6, 7], ""caps"": []}",-2.0,-3.0,-1.0,{},tracker
7,reseal,"{""gap"": -135, ""cells"": [6, 7], ""caps"": []}",-2.0,-3.0,-1.0,{},tracker
7,reseal,"{""gap"": -134, ""cells"": [2, 3], ""caps"": []}",-2.0,-3.0,-1.0,{},tracker
7,reseal,"{""gap"": -133, ""cells"": [2, 3], ""caps"": []}",-2.0,-3.0,-1.0,{},tracker
7,reseal,"{""gap"": -132, ""cells"": [2, 3], ""caps"": []}",-2.0,-3.0,-1.0,{},tracker
7,reseal,"{""gap"": -131, ""cells"": [2, 3], ""caps"": []}",-2.0,-3.0,-1.0,{},tracker
7,reseal,"{""gap"": -130, ""cells"": [2, 3], ""caps"": []}",-2.0,-3.0,-1.0,{},tracker
7,reseal,"{""gap"": -129, ""cells"": [2, 3], ""caps"": []}",-2.0,-3.0,-1.0,{},tracker
7,reseal,"{""gap"": -128, ""cells"": [2, 3], ""caps"": []}",-2.0,-3.0,-1.0,{},tracker
7,reseal,"{""gap"": -127, ""cells"": [2, 3], ""caps"": []}",-2.0,-3.0,-1.0,{},tracker
7,reseal,"{""gap"": -126, ""cells"": [2, 3], ""caps"": []}",-2.0,-3.0,-1.0,{},tracker
7,reseal,"{""gap"": -125, ""cells"": [2, 3], ""caps"": []}",-2.0,-3.0,-1.0,{},tracker
7,reseal,"{""gap"": -124, ""cells"": [2, 3], ""caps"": []}",-2.0,-3.0,-1.0,{},tracker
7,reseal,"{""gap"": -123, ""cells"": [2, 3], ""caps"": []}",-2.0,-3.0,-1.0,{},tracker
7,reseal,"{""gap"": -122, ""cells"": [2, 3], ""caps"": []}",-2.0,-3.0,-1.0,{},tracker
7,reseal,"{""gap"": -121, ""cells"": [2, 3], ""caps"": []}",-2.0,-3.0,-1.0,{},tracker
7,reseal,"{""gap"": -120, ""cells"": [2, 3], ""caps"": []}",-2.0,-3.0,-1.0,{},tracker
7,reseal,"{""gap"": -119, ""cells"": [2, 3], ""caps"": []}",-2.0,-3.0,-1.0,{},tracker
7,reseal,"{""gap"": -118, ""cells"": [2, 3], ""caps"": []}",-2.0,-3.0,-1.0,{},tracker
7,reseal,"{""gap"": -117, ""cells"": [2, 3], ""caps"": []}",-2.0,-3.0,-1.0,{},tracker
7,reseal,"{""gap"": -116, ""cells"": [1, 3], ""caps"": []}",-2.0,-3.0,-1.0,{},tracker
7,reseal,"{""gap"": -115, ""cells"": [1, 3], ""caps"": []}",-2.0,-3.0,-1.0,{},tracker
7,reseal,"{""gap"": -114, ""cells"": [1, 3], ""caps"": []}",-2.0,-3.0,-1.0,{},tracker
7,reseal,"{""gap"": -113, ""cells"": [1, 3], ""caps"": []}",-2.0,-3.0,-1.0,{},tracker
7,reseal,"{""gap"": -112, ""cells"": [1, 3], ""caps"": []}",-2.0,-3.0,-1.0,{},tracker
7,reseal,"{""gap"": -111, ""cells"": [1, 3], ""caps"": []}",-2.0,-3.0,-1.0,{},tracker
7,reseal,"{""gap"": -109, ""cells"": [1, 3], ""caps"": []}",-2.0,-3.0,-1.0,{},tracker
7,reseal,"{""gap"": -108, ""cells"": [1, 3], ""caps"": []}",-2.0,-3.0,-1.0,{},tracker
7,reseal,"{""gap"": -107, ""cells"": [1, 2], ""caps"": []}",-2.0,-3.0,-1.0,{},tracker
7,reseal,"{""gap"": -106, ""cells"": [1, 2], ""caps"": []}",-2.0,-3.0,-1.0,{},tracker
7,reseal,"{""gap"": -105, ""cells"": [1, 2], ""caps"": []}",-2.0,-3.0,-1.0,{},tracker
7,reseal,"{""gap"": -104, ""cells"": [1, 3], ""caps"": []}",-2.0,-3.0,-1.0,{},tracker
7,reseal,"{""gap"": -103, ""cells"": [1, 3], ""caps"": []}",-2.0,-3.0,-1.0,{},tracker
7,reseal,"{""gap"": -102, ""cells"": [1, 3], ""caps"": []}",-2.0,-3.0,-1.0,{},tracker
7,gap_disappearance,"{""gap"": -101, ""cells"": [3, 4]}",,,,{},tracker
7,reseal,"{""gap"": -100, ""cells"": [1, 3], ""caps"": []}",-2.0,-3.0,-1.0,{},tracker
7,gap_disappearance,"{""gap"": -99, ""cells"": [3, 4]}",,,,{},tracker
7,reseal,"{""gap"": -98, ""cells"": [1, 3], ""caps"": []}",-2.0,-3.0,-1.0,{},tracker
7,reseal,"{""gap"": -97, ""cells"": [1, 2], ""caps"": []}",-2.0,-3.0,-1.0,{},tracker
7,gap_disappearance,"{""gap"": -96, ""cells"": [3, 4]}",,,,{},tracker
7,reseal,"{""gap"": -95, ""cells"": [1, 3], ""caps"": []}",-2.0,-3.0,-1.0,{},tracker
7,gap_disappearance,"{""gap"": -94, ""cells"": [3, 4]}",,,,{},tracker
7,reseal,"{""gap"": -93, ""cells"": [1, 3], ""caps"": []}",-2.0,-3.0,-1.0,{},tracker
7,gap_disappearance,"{""gap"": -92, ""cells"": [3, 4]}",,,,{},tracker
7,reseal,"{""gap"": -91, ""cells"": [1, 3], ""caps"": []}",-2.0,-3.0,-1.0,{},tracker
